,Unnamed: 0,Star,Comment,adtext
17305,17305,1,感情调动的还不错 打斗场面激烈 叙事和打斗的节奏很好 搞笑段子也还可以 质量较高的爆米花电影,感情调动的还不cuo 打斗场面激烈 叙事和打斗的节奏很#好 搞笑|段&子<也&还可!以 质量@较高的爆米花电影$
17307,17307,1,第一次在美国看电影assign了座位呢 因为人实在太多 结果就是仰着脖子看了两个多小时IMAX 眼睛好疼T T 老美们到底是有多喜欢漫威噢,di一次在美裹看电影assign了座位呢 因为人实在太多 结果就是仰着脖&子*看了两!个#多小*时!I|M@A<X| 眼睛>好疼T T 老美们到底是有多喜欢漫威噢
17308,17308,1,超值,超值
17309,17309,1,真的还不错,真的还不cuo
17312,17312,1,不带期待地去真的看得挺爽 字幕也没传说中的那么糟就是把笑点都抹掉了 感情戏略多略拖 而且不事先了解主线世界观 比如补点神盾局 会有点难进入剧情,不芾其月待地去zhendekan得挺^shuang 孜莫巾也没传说|中&de那@么$糟就是把笑点都抹掉了 感情戏略多略拖 而且不事先了解主线<世界观 比如补点神盾局 会有点难进入剧情
17313,17313,1,没第一部好看,mei第一部好看
17314,17314,1,待二刷,待二刷
17317,17317,1,没有抖森 差评,媚有抖森 差评
17318,17318,1,Stony is real gayyyyyyyyyyyyyyyyyyyyyyyyyyyy,Stony i/s real gayyyyyyyyyyyyyyyyyyyyyyyyyyyy
17320,17320,1,这是一盘棋的一部分,这是一盘木其的一部&分
17321,17321,1,黑寡妇和绿巨人 这一对真是醉了 整体还是种族优势更明显 我觉得人类科技在发达也比不过神 最后居然合成了一个 无敌小金刚 真是十万个冷笑话的节奏 那个控制人情绪的mm真漂亮,hei寡#女彐和绿^巨$人 这一dui真是醉了 整体+还!是种%族#优/势$更#明显 我觉得人类科技在发达也比不过神 最后居然|合成了一个 无敌小金刚 真是十万个冷笑话的节@奏! 那个控制人情绪的mm真漂亮
17323,17323,1,一个字 爽 稍雷的是鹰眼寡姐和浩克 遗憾的是一闪而过的Loki 锤哥草鸡帅,一个字 shuang shao雷的是ying目艮寡jie和浩/克 遗憾^的是一闪而过的Loki 锤哥草鸡帅
17326,17326,1,我的美队,我的mei队
17329,17329,1,终于多了一个美女和一个小鲜肉了,zhong于$多了一个美!女和一个小鲜肉了
17334,17334,1,明明能靠移速走位划水 却奋力输出还舍身救大哥 这是一种怎样的精神,明明能靠移速走位划水 却官lishu出*还舍身救沓哥 这是一种怎样的精神
17339,17339,1,颜值都好高 最后奥特曼乱入了,颜zhi都|女子高 最后奥特曼乱入了
17342,17342,1,black widow唱的一手好催眠曲,b$lack widow唱的一手好cui眠曲
17344,17344,1,美国队长很帅的啦,美国队长很shuai的啦
17346,17346,1,没有Loki差评啊差评 锤子和脏话两个梗从头到尾 第四排IMAX看得头晕,楣有Loki差%评啊差%评 锤紫和脏+hua两-个梗+从头到尾 第四排IMAX看得头晕
17349,17349,1,还可以吧 就是小鲜肉下一部不能出演了 就是黑寡妇太美了QAQ太美了QAQ美了QAQ了QAQ,还可匚吧 就是小鲜肉下一部不能出演了 就是hei寡妇太+美&了Q+A%Q+太+美&了Q+A%Q+美&了Q+A%Q+了Q+A%Q+
17352,17352,1,绯红女巫是该系列漫画角色里我最喜欢的一个 遗憾的是Elizabeth Olsen性感度略低 而且满脸福薄相 刚出场就让人担心她会害死同伴挂掉自己 寡姐和浩克的调情戏太牵强 肯定不是真爱 我洛基呢 我洛基呢 我洛基呢,啡訇女巫是该系列漫画角色里我蕞系huan的一个 遗憾!的是Elizabeth Olsen性感度略低 而且满脸福薄相 刚出场@就+让+人&担%心>她>会=害/死+同@伴|挂/掉自己 寡姐和浩克的调情戏太牵强 肯定%不%是真爱 我洛基呢 我洛基呢 我洛基呢
17354,17354,1,D效果妥妥赞 蛮喜欢鹰眼的,D效果妥妥zan man喜欢鹰yan的
17357,17357,1,持续地翔姐在争论到底是猩红女巫还是绯红女巫,chi纟卖地翔女且在争讠仑到底是猩红女巫还是绯红女巫
17358,17358,1,美队还是那么帅,美队还是那么shuai
17359,17359,1,我就是妮妮脑残粉 为妮妮多加两颗星 其实 把打斗场面去掉 就留钢铁侠打绿巨人那段 然后多放一些提锤劈柴这种低俗段子 我都爱看 超能傻逼的日常们,我-就是nininao残&米分 力nini多力口两果页xing 其实> 抽打斗+场|面去掉 就留钢铁侠打绿巨人那段 然后多放一些提锤劈柴这种低俗|段子 我-都爱看 超能傻逼的日常们
17360,17360,1,全家一起看的,全家一漆看的
17362,17362,1,看之前有人跟我说雷神最帅 但颜值最高的真的不是captain吗,伉置前有人跟我说雷神最师 但颜zhi最告的真的不是captain=吗
17365,17365,1,加一星给特效和动作设计 放大了手脚的绿巨人周身的肌肉毫无解剖学错误 动态质感令人惊叹,力口一星给@特效和动仵设计 放大*了手^脚的绿|旺人周身=的肌%肉毫无解剖学错误 动态质感令人惊叹
17366,17366,1,我就是来看特效的,我jiu是来看特效的
17369,17369,1,特效棒 但是剧情有点弱 斯嘉丽居然和绿巨人在一起 这不科学 总之 有点失望 不过奥创居然是我大红叔 小惊喜,特效棒 但是剧情有点弱 斯嘉丽居髯和绿ju人在一起 这不科%学| 总$之@ 有点失@望+ 不过!奥创居髯是我大红叔 小惊喜/
17375,17375,1,出了很多新角色,出了hen多新角色
17377,17377,1,阅,阅
17378,17378,1,还行啊,还行啊
17380,17380,1,瞬间燃起来 好棒的猩红女巫 期待下一部,shun间ran起来 女子bang的猩红女巫 期待下一部
17381,17381,1,虽然是讨论人工智能 但是宇宙观真的很大耶 而且打浩克很燃,sui然是讨论人工智能 但是宇宙观zhen的很daye 而且打浩!克很燃
17382,17382,1,无尿点 好看,无niao点 好看
17384,17384,1,不让别人知道这次收藏,不让别人知道这次shou藏<
17386,17386,1,没有彩蛋 大家看完可以散了 噢 我好像是第一个评论的,没有彩蛋 沓家看完可以=散了 噢 幄灏像是di一个评论的%
17387,17387,1,一直以为鹰眼要flag结果 我还是太天真了,一直-以为鷹怏要flag结果 我hai是太一大真了
17388,17388,1,红叔配音,红shu配音
17390,17390,1,总觉得有点no zuo no die why you try 的赶脚 画面什么的都很赞 就是没有我大基神 和预想有点不搭,zong觉de有点no zuo no die why you try 的赶脚 画面什>么|的都=很!赞< 就/是#没%有我大基神 和预想有点不搭
17391,17391,1,打斗场面很大气 奥创原来这么厉害 最后竟然留下了幻视 想象力不错,打斗场面henda气 奧创原来这么厉#害 醉后竟然留!下了幻视 想象力不错
17394,17394,1,比好看,比好看
17398,17398,1,等了好几年了,deng了好几年了
17399,17399,1,反正就是来看各种基和萌的,幡zheng就是来看各种基和meng的
17403,17403,1,乐呵 乐呵得了 千万别较真,乐he 乐he得了 干万别较真
17409,17409,1,帅,帅
17411,17411,1,还是要赞,还是要zan
17415,17415,1,超级英雄盛宴 非常理解漫威迷 这有点像自己以前迷吸血鬼 一部电影给自己扫扫盲 钢铁侠 雷神 黑寡妇 绿巨人 鹰眼 美国队长 红女巫 快银 神盾局 票价挺值,走召纟及英雄盛怏 非敞理jieman戌女迷 这尢点像自己以前迷吸血鬼 一部电影给自己扫扫盲 钢铁侠 雷神 黑寡妇| 绿@巨^人# 鹰&眼# 美国^队长 红女巫 快银 神盾局 票价挺值
17417,17417,1,漫威万岁,漫威wan岁
17419,17419,1,各种彩蛋看着很HIGH,咯种踩蛋看着很HIGH
17420,17420,1,几乎所有人都等到演员表结束结果没有第二个彩蛋,几干所有人都#等dao演员表结束结果没有第二个cai蛋+
17422,17422,1,特效,特效
17423,17423,1,好喜欢黑寡妇 和浩克在一起吧 新战队看起来还不错 永不退休的美国队长,hao戏桓黑寡妇 和浩克在一起吧 新战队看起来还不错! 永不退休的美^国&队长
17427,17427,1,几个新形象都比较深刻 只是到后边把整个地区拔起来的时候为毛我会串戏到了 大话西游,几个xin形象dou比/较深@ke 只是到后边$把整个地区&拔+起=来的时候为毛我会串戏到了 大话西游
17428,17428,1,伟大的皮特洛 一颗悲天悯人 拯救苍生的心,伟嗒的皮特洛 一颗beitian悯人 拯救苍生的形
17434,17434,1,钢铁侠一定比蜘蛛侠有钱,钢钅失侠一定比蜘蛛侠有钱
17437,17437,1,红女巫作为新出场人物 战力炸天 黑寡妇和鹰眼是因为战力太弱只能走感情线了吗,红女巫作为新出场人物 战力zha天 黑寡妇和鹰眼是因为战力太弱只能#走<感/情>线+了-吗*
17438,17438,1,我就爱这套,我京尤爱这套
17440,17440,1,四星 奥创 快银和绯红女巫 新英雄的加入 让整部电影增加了不少嗨点 不过最喜欢的还是在剧中看到了托尼的成长与转变 一个不羁的公子哥成长为一个真正的超级英雄 虽然漫威电影中善与恶的思考比蝙蝠侠还是差了一些 但起码比高大全的美队更丰满,sixing 奥&chuang kuaiyinhe纟非红@女!巫/ xin英雄的加入^ 让^整&部!电影增加了不少嗨点 不过最喜欢的还是在剧中看到了托尼的成长与转变 一个不羁的公子哥成长为一个真正的超级/英雄 虽然漫+威=电影中善+与恶的思考比蝙蝠侠还是差了一些 但起码比高大全的美队更丰满
17443,17443,1,五星漫威是执念,wu星漫威是执念
17446,17446,1,美国大片大多宇宙宏观主题 能量和世界毁灭的救赎 钢铁侠漫威第一boss 黑寡妇漫威第一夫人,美guo大#片大#多宇宙宏观主题 能量和世界毁灭的救shu 钢铁&侠*漫@威=第&一$boss 黑寡妇漫@威=第&一$夫人
17447,17447,1,不错不错,不错不错
17449,17449,1,打得一塌糊涂,打得一塌hu涂
17450,17450,1,奥创有点弱 新妇联已经在酝酿中了,奥|创𠂇月点弱 型女彐联已经在酝酿中了
17451,17451,1,盲目粉,盲目粉
17452,17452,1,特技不错 但是不知道演什么 快银这样就死了,特技不错 *但是不知道演什么 *快>银%这样就si了
17453,17453,1,已被漫威征服,已被man威征服
17454,17454,1,觉得第二部并不差 反派虽然弱了些 但整片的节奏和大场面调度依然很好 翻译比传说中的还恶心,覺dedi皿补升不差 反派sui然弱了|些 但整片的节奏<和一人场面调度依然很好 翻译比传说中的还恶心
17455,17455,1,四星不能再多了 钢铁侠才是本剧男一啊 队长和雷神完全可以包下路 复联最好的一点就是教了中国导演 在这种多人物叙事的故事中 怎样以剧情为核心推动的条件下 分好人物主次 娜塔莎和博士的感情线中规中矩 快银姐弟倆太唐突 还是版权没收购来的关系 俩人物太生硬 不过总体还是值得一看,si昌不棱忖多了 gang铁辖cai是甏剧镧一a 队长/和雷=神&完^全可以包下路 复联最好的一点就是教了中国导演 在这种多人物叙事的故事中 怎样以剧情为核心推动的条件|下 分好人物主次 娜塔莎和博士的感/情线中规=中矩% 快|银-姐&弟<倆太唐突 还是版权没收购来的关系 俩人物太生硬 不过总体还是值得一看
17456,17456,1,哪怕只剩槽点和特效 也够吃爆米花,哪怕只乘刂槽#点和特效 也够吃爆米hua
17457,17457,1,特效,特效
17461,17461,1,開頭酷炫 鷹眼居然綠了哈哈哈哈,開頭裤炫 鷹胭居然綠了哈哈哈哈
17462,17462,1,剧情硬伤很多 对翻译简直无力吐槽,剧@情石更伤很多 对+翻译简直wu力吐槽
17463,17463,1,绿胖和反浩克装甲大战最爽了 倒是奥创智商太低 一直在互联网上竟然不能直接监听妇联的动向让我实在忍不了,綠胖和反浩克装铗da战最shuang了 氘是奧创#智商*太低! 一直在互联网上竟然不能直接监听妇联的动向让我实在忍不了
17466,17466,1,没想象的好看 但是比起何以笙箫默,没想象的好看 dan是比起^何以笙箫默&
17468,17468,1,对于中间明显困感的两大段表示墙裂不满,对于zhong间明xian困感的两大$段表示墙裂不盲
17473,17473,1,不想在图书馆看书 下雨天穿棉鞋打伞也要出来看的电影 这么长时间花这点钱 也是值了 够燃 可以再看一遍,不想在图书馆看书 下雨天穿棉鞋打伞也要出来看的电影 这@么#长=时=间<花=这@点钱 也是|值<了 够燃/ 可以再看一遍=
17475,17475,1,不管说有没有大boss 打斗场面就已经非常令人血脉膨胀了 想一下有六块能量石 这才一块出现 漫威电影这一方面可延续力实在无限,不guan说有没有大boss 打斗场面jiu已经非chang令人血脉&膨胀了/ 想一下有六块=能<量&石+ 这*才@一块=出=现 漫威电影这*一方面可延续力实在无限
17482,17482,1,迟到了 分钟进场 一直不断的笑点 关于索尔和他的锤子 打斗部分看着很爽 漫威大法好 鹰眼的flag立得直直的最后却是快银帮他挡了子弹 被骗了,迟dao了 分钟进chang 一直不斷的竹夭卢 关=于|索/尔<和^他的锤@子 打斗部分看着很爽 漫威大法好 鹰眼的flag立得直直的最后却是快银帮他挡了子弹 被骗了
17483,17483,1,杠杠的五星爆米花,杠杠的一𫝀星爆米花
17484,17484,1,不是很喜欢绿巨人变二,不是hen喜huan绿巨人变二
17485,17485,1,好看不腻,hao看不腻
17488,17488,1,分吧 观感一般 还不如美队,分吧 观感一舟殳 还部如美队
17491,17491,1,给三星以下的是没有好好看电影 还是脑补的国产烂片看多了 电影最缺的是一个有实力的反派角色 幻视一出生 妇联实力更是碾压 归根结底 奥创毁灭世界只不过是一个构思 还没有成为事实 所以看上去不如妇联爽 毕竟当时外星人真的打到纽约 钢铁侠真的背着核弹飞走了呢,给|san星以下$的是没有好好看电影 还是胪补|的国>产$楠片/看多了 电影最缺的是一个有实力的反派角色 幻视一出生 妇联实力更是碾压 归根结底 奥创毁灭世界只不过是一个构$思= 还没有成<为$事|实 所|以看上!去+不如>妇联爽+ 毕竟/当时外星人真的打到纽约 钢铁侠真的背着核弹飞走了呢
17492,17492,1,没有上一部好看 奥创好low 幻影弱爆了 最屌的居然是双胞胎的妹妹 什么鬼,没&有&上一部好看 奥创好low 幻影^ruobao丨 最屌的居/然是双胞胎的妹妹 什么鬼
17495,17495,1,很开森我和嘉丽女神一样爱绿巨人宝宝,hen开木林我和嘉丽女神一样爱lvju人宝宝
17496,17496,1,听说是为做铺垫 旁边坐了一对小情侣 男生给女生从头到尾的讲解了一遍漫威世界 尼玛还真不嫌烦的慌 好想去看望一下多灾多难的美国人民 快银 让人家怎么看下一部X战警T T,听说是为做铺垫 旁边坐了一对小情侣 男生给女生從头到尾的讲解了一遍漫威世界- 尼玛还<真<不-嫌+烦-的慌/ 好$想&去$看|望^一下>多!灾!多!难的美国人民 快银 让人家怎么看|下>一部X战警T T
17502,17502,1,见到钢铁侠 星,见dao钢铁侠 星
17504,17504,1,模式化,模式化
17506,17506,1,nan,nan
17509,17509,1,朋友说看不下去 我就是两部都觉得还不错 我喜欢英雄主义啊 而且钢铁侠最开始的幻觉很突然觉得是点睛之笔 没有抖森不服,朋悠说龵目不下去 我%就是liang怖dou觉得还不猎 我%xi涣英^雄!主义啊 而且钢铁侠最开始的幻觉很突然觉得是点睛之笔 没有抖森不服
17511,17511,1,眼花缭乱的,眼hua缭乱的
17518,17518,1,这部一般 但 脑残粉不给五星还叫脑残粉吗 _,这部一般 但< 脑残粉不gei物星!还叫脑残粉吗 _
17520,17520,1,说好的洛基在哪儿呢,说hao得洛基在哪儿呢
17521,17521,1,锤锤哥帅哭 鹰眼flag立一路,锤锤可可shuai吅犬 鹰眼flag立一路
17522,17522,1,这个乱啊,这个luan啊
17523,17523,1,在熬夜好几个晚上后 我选择了这部电影去影院补觉 从分钟开始足足睡了两个小时 D眼镜夹片差点没找着 差点困死在影院 不要问我好看吗 因为我也不知道后面讲了什么鬼 得二刷,在熬夜好幾个晚shang后 我选*ze了zhebu电#影去影院bu觉 從分钟开始足足睡了两个小时 D眼镜夹片差点没找&着 差点困死<在影院 不%要问我好看吗 因=为我也不%知道后面讲了什么鬼 得二刷
17524,17524,1,看花眼了,看hua眼了
17525,17525,1,希望越大失望越大 可能期待的这么久在心里把他过于神化了 也可能撸了那么多插汉子 不习惯贴身肉搏无大招可开的战斗画面 相比较 笑点我有点get不到啊 几点当初感触挺深 盾铁一本满足 幻视又苏又帅 旺达完全女神 快银死的时候眼泪瞬间飙出来 不管怎样都会一直支持漫威,希望越大shi望越大 可能期待的这么咎在心痢抽塔过!于+神化了 也可能撸了那么多插汉子 不习惯贴身肉搏无大招可开的战斗画面 相比较 笑点我有@点get不到啊 几点当初感触挺深 盾%铁<一*本>满<足/ 幻|视%又/苏|又/帅@ 旺!达<完全@女神 快银死的时候眼泪瞬间飙出来 不管怎样都会一*直支持漫威
17527,17527,1,震撼力不如 不过特效还是值星的 Hulkbuster最燃,zhenhan力不如 不国特效还shizhi星的 H/ulkbuster最燃
17530,17530,1,快银 づ づ,快银 づ づ
17531,17531,1,其实电影整体略过冗长 但是电影中关于各个角色的细节和大家的互动真的很可爱 等待了整个黑幕看就到了一句话 简直泪目了,歧实电ying整體lve过@冗长 但是电ying钟guan于*各>个角|色的细^节和大家的互动真的很可爱 等待了整个黑幕看就到了一句话 简直泪目了
17532,17532,1,不能说是一部很好看的电影 但也是最值得期待的一部电影,不能说是一部恨好kan的电影 但也是zuizhi德期待的一部电影
17535,17535,1,略有点失望 第一部我是刷了好几遍都不嫌多 可是第二部就,略𠂇月点失望 第一bu我是刷+了好几bian都不嫌多 可是第二bu就+
17537,17537,1,这么多全明星 看一步少一步,这么多全明xing 看一步少一步
17540,17540,1,没有第一集好看,mei有第一集好看
17541,17541,1,漫威出品,漫威出pin
17542,17542,1,有的地方没懂 还行吧,有的地方mei懂 还行吧%
17543,17543,1,三年有多长 大概就是从开始到结束,san年有多长 大木既就是从开女台到结$束
17547,17547,1,不按顺序的看法hhh感觉这部逻辑会有点混乱,瓿按顺序的看法hhh感觉这部逻=辑会有点hun乱>
17549,17549,1,四星 真的仁至义尽不能再多了,囗儿xing 真的仁至义jin不能再多了
17550,17550,1,英雄们开启了吐槽技能一发而不可收 我们脚下的大陆快要掉下去了 我们在和机器人作战 而我的武器是弓箭 我跟谁说理去 鹰眼 我是雷神 我是奥丁之子 and我也不知道该说什么了 被掐住脖子的雷神如是说 一帮逗比,英雄们菩店了吐槽急能一發而不ke绶 我们脚下的答陆快|要掉下去了 我们在和机器人作战^ 而我的武器是弓箭 我跟谁说理去 鹰眼 我是雷神 我是奥丁之$子/ a@n$d我也不知道该说什么了 被掐住脖子/的雷神如是说 一帮逗比
17552,17552,1,还不错 漫威的电影一般都会去看,还不cuo 漫威的电影一般都挥去看
17554,17554,1,无视剧情 看的是特效,迕视剧情 看的是特效
17555,17555,1,剧情零散 终于看到绿巨和妮妮打一场www 双胞胎哥哥竟然没被救活 差评 前面所有有关的人物都走了个场 特效赛高 漫威大法好,剧情零散 zhong于看到#绿巨@和妮妮打一场www 双胞胎哥哥竟然没被救*活 差评 前|面@所^有=有=关!的$人*物都走$了个场 特效赛高 漫威大法好
17556,17556,1,老公的新片请多多支持,老公的新片请多多zhi恃
17558,17558,1,独家记忆,独jia记忆
17561,17561,1,觉得没有好看 到最后人真的都散了吗 如果这样接下来的都不想看了 毕竟非常喜欢浩克,覺得没有好看 到最𠂋口人真>的都散了吗> 如果这木羊接^xia来的都不想看了 毕竟非常喜欢浩克
17563,17563,1,作为去电影院看得电影来说 已经非常过瘾的肥皂剧了 说的文戏过多没感觉到 说混乱的是智商问题 总之 不论艺术性 我只觉得相比国产的骗钱货 这票价真特么值了,zuo为去淀罂皖瞰得淀罂来说 已泾非猖过yin的吧皂剧了 说的文戏过多没感觉到 说混乱的是智商问题 总之 不论艺术/性 我只觉得相比国*产的骗钱货 这票价真特么值了
17567,17567,1,就为了钢铁侠和队长,就尉了钢铁@侠和队长
17570,17570,1,比第一部好很多 翻译的确也有几处错误 英雄们的发挥 总觉得有些未尽全力 复仇者的地位过于超然 能力参次高低相差太大 刻画又不丰满 略不爽,比第一部好很多 翻译的确也有几处猎误 英雄们的发挥 总觉得有些未尽|全力 复$仇^者^的地$位#过!于@超@然! 能-力参%次*高低相差太大 刻画又不丰满 略不爽
17571,17571,1,场面宏大 无数个梗 美队 神盾局 各种漫威的英雄的前世今生需要补课 最让我想不通的是居然和银河护卫队联系在了一起 四块原石 空间之石 宇宙魔方 力量之石 银河护卫队 中的宇宙灵球 心灵之石 洛基的权杖 未确定 推测为现实之石 雷神 中出现的以太粒子,chang勉hong鞑 wu数<镉梗 mei队 神dun距 骼种<馒威的英^雄&的前世今生需要补课 最让我想不通的是居然和银河护卫队联系在了一起 四块原石 空@间>之+石 宇@宙魔方 力量之+石 银河护卫队 中的宇@宙灵球 心灵之+石 洛>基的权杖 未确定 推测为现实之+石 雷神 中出现的以太粒子
17575,17575,1,大场面 情节差点,大场面 情节cha点
17576,17576,1,鹰眼 我真的长跪不起,鹰眼 /wo真的长跪不起
17577,17577,1,话痨奥创跟史矛戈有的一拼 话太多了,话laoao创跟史矛戈you的一拼 话太duo了
17578,17578,1,萌萌哒,萌萌哒
17579,17579,1,nan,nan
17582,17582,1,不如不如速 全程都是高潮或者说无高潮,一③如一③如速 全+程都是高潮或者说一尢高潮
17583,17583,1,好酷炫,好酷炫
17588,17588,1,我还挺感动黑寡妇和绿巨人的爱情的,我还tinggandong黑寡妇和绿巨人的爱情的
17589,17589,1,这么帅的快银为什么死了,这么shuai的快yin为什么死了
17590,17590,1,有点失望,有点丿夫望
17597,17597,1,相较于第一部没那么让人震撼 故事有点零散 新人物也没有一下就吸引人 感情戏份有但不够抓人,相&较于&di一晡没那么让+人鸩撼* 故事有点零散 锌人物也没有一下就吸引人 感情戏份有但不够抓人
17598,17598,1,绿绿好可怜,绿绿好可lian
17602,17602,1,都审美疲劳了 大片难道就是拆迁,都审@美媲lao了 大片难道就是拆迁
17603,17603,1,我们不总以best picture的标准来评判视觉大片 一码事归一码事 那个五星和这个五星不一样,我men不!总以best picture的标准来评判视觉大片 一码事归一码事 那$个!五=星@和>这=个!五=星@不!一样!
17604,17604,1,旺达美美美美美,旺达美美美美美
17605,17605,1,结局结构表示略坑爹 但死忠粉 无法抗拒,结局结构表示略坑爹 dansi中心fen 无法抗拒
17608,17608,1,尽管是脑残粉 也感觉有些没劲了 是不是钢铁侠把风头都抢完了,盡guan是脑残粉 也感觉有些没劲叻 是不是钢铁侠把风头都!抢>完^叻
17610,17610,1,澳门看的D 还行 等着第三集,懊门看的D 还行 等着竹𢎨三殛
17612,17612,1,完美的特效弥补了剧情的单薄,完|mei的特效弥補了剧情的单薄
17613,17613,1,有些剧情衔接处有断崖感 创意还行 但是表达力一般 场面是可以的 Marvel终于造出来了不属于DC的Ultron超人 巨型钢铁侠还是很帅 和Hulk打斗的场面很喜欢 但是有点少,有挟ju情衔接处$有断崖筻 床意还行 但是表达力干般! 场面是可以的 Marvel终于造出来了不属于DC的Ultron超人 巨型钢铁侠还是很帅 和Hulk打斗的场面很喜欢 但是有点少
17615,17615,1,cool,cool
17620,17620,1,从头爽到晚,从头shuang到晚
17621,17621,1,那个人造人为什么会留下来当复仇者 不是已经掌控宇宙了么 有名么,垃个人造人为什么会留下来当复仇者 不是已经掌控宇宙了%么 有^名么
17622,17622,1,嗨,嗨
17623,17623,1,一般 没第一部好看 没有loki差评,一舟殳 mei第一部好看 mei有loki差#评
17625,17625,1,各种角色各种帅,各种角色各种shuai
17628,17628,1,duang duang duang,d#uang d#uang d#uang
17632,17632,1,这么多主角的电影还要顾及这么多人实属不易 快银干嘛死啊真的是,这么多主角的电影还要gu及这么多人实属不易 快银@干嘛死<啊+真$的是&
17635,17635,1,感谢上帝赐我的漫威,岗谢上帝ci我的漫威
17637,17637,1,各个角度来说都不错 詹姆斯斯派德的声音太棒了,ge个角度来说都>不cuo 詹姆斯斯派德的声音太bang了
17638,17638,1,感觉比好看一些 不过hero有关的电影都是这样 里面加入很多信仰之类的东西 很容易打动人 接下来的续集就是打得爽 对于 我这种进影院图爽的观众来说已经足够了,gan觉比*女子看一此二 不过he>ro*yo*uguan的电/影都>是这样| 里=面加入很多信仰之类的东西 很容易打动人 接下来的续集就是打得爽 对于 我这种进影院图爽的观众来说已经足够了
17644,17644,1,快银就这么死了 我的怨念啊,快蚓就这么歹匕了 我的怨念口阿
17647,17647,1,为了看女神,力了看女神
17653,17653,1,没什么很大的亮点,mei什幺很大的亮点
17656,17656,1,个人较着删掉绿寡感情戏 对剧情也不会有多少影响 另外 赶紧把冬寡标配还回来 复仇者联盟,个人*较zhe删掉lv寡感情戏 对剧情也不人云有多少银响^ 另!外 赶紧把冬寡标配还回来 复仇者联盟
17657,17657,1,我就想说 下次我一定披军大衣来看电影 哆嗦了两个小时,我就想说 下次我一定披军大衣来看电影 哆suo生两%个小时
17660,17660,1,还可以吧,还可以吧!
17662,17662,1,没好看,没好看
17663,17663,1,没什么剧情 哈哈哈哈哈哈着看完的,没什么剧请 ^哈哈哈哈哈哈着看完的
17669,17669,1,为了这阵容 剧情的细节就忽略了,为了这zhen容 剧情的xi节就忽lve了
17671,17671,1,刚刚看完 回到现实世界 很恍惚 感觉自己还活在电影里 屌爆了,刚刚看wan huidao现实世界 很恍惚 感觉自己还活在电影里 屌爆^了/
17677,17677,1,cf生化模式玩的,cf生化木莫式wan的
17679,17679,1,爱之于我 不是一蔬一饭 不是肌肤之亲 而是疲惫生活中的英雄梦想 我的心上人是一个盖世英雄 总有一天他会驾着七彩云飞过来娶我 被一部科幻片炸出来的少女心 不老神颜美队哥哥 想嫁,ai之于我 不是一蔬一饭 不是肌肤之亲 而是疲惫生活中的英雄梦想 我的心上人是一个盖世英雄 总有一天他>会^驾/着^七!彩!云>飞!过+来&娶$我 被>一部*科<幻片炸出来&的少女心 不老神颜美队哥哥 想嫁
17680,17680,1,多一星是给反浩克装甲,duo一星是给反hao克装甲
17681,17681,1,的确如很多影评说的 燃点和笑点都有 但是都不够劲,的确如恨多铟评说的 蚺点和笑点都有 但是都不勾劲
17683,17683,1,总之 打打打,总之 dadada
17684,17684,1,终于等到片源哈哈 不错的娱乐片,zhong于等dao片源哈哈 不矬的娱乐片
17685,17685,1,周围坐满高中小男生还听他们逗比吐槽也满好的,周围坐馒高zhong小男生还听他men逗比吐槽也馒女子的
17687,17687,1,全场高能 一定要有漫威基础啊 喜欢,全chang高能 一定要有漫戌女基础啊 xihuan
17689,17689,1,院线观看的效果真不一样 猩红女巫真漂亮啊,阝完宪观看的效果真不一样 猩*红!女巫真漂亮啊
17690,17690,1,金秀贤好美啊 可是跟男版金秀贤同名这个也太囧了吧,金秀賢好mei口阿 可是跟男版金秀賢同名这个也太jiong了@吧
17692,17692,1,狂拽酷炫叼炸天 光看特效 场面就已经值回票价 更何况这是漫威电影宇宙 简直就是狂欢 各种嗨 信息量也蛮大 为第三阶段做好铺垫 越来越期待后续,kuang拽酷炫叼炸天 光看特效 场面就已经智囗票价 更何况这是漫威电影宇宙@ 简直|就是kuang欢@ 各&种=嗨| 信#息*量^也/蛮=大 为第三阶段做好铺垫 越来越期待后续
17693,17693,1,要等多久才能等来一部大片啊 嘻嘻,要等多久才能等来一咅阝da片啊 xixi
17697,17697,1,what doesnot kill you makes you stronger,what d>oesn$ot kill you makes you stron$ger
17701,17701,1,不是很习惯看主角这么多的电影,bu是很习惯看主<角这么多的电影
17705,17705,1,漫威仗着自己英雄多直接弄死快银实在是让我觉得家底子厚就根本不在乎这两个共享版权英雄有点任性 其次可能审美疲劳的原因剧情设计得不温不火几乎没有妇联一里血脉喷张的感觉 最后就是翻译 除了大家吐槽的几句还有一些比如美队爆粗口后弗瑞的调侃一点都没有原句的戏谑 就更别说美队让人跑的那句了,氵曼戌女zhang着自己英雄多直接弄死*快&银|实在是让我觉得家底子厚就根本不在乎这两个共享版权英雄有点任性 其次可能审美疲劳的原因剧情设!计@得不温不火几#乎没!有妇*联-一&里^血=脉@喷*张!的感@觉 最=后+就是翻*译$ 除=了大#家吐槽的几#句还有一&些比如美队爆粗口后+弗瑞的调侃一&点都没!有原句的戏谑 就更别说美队让人跑的那句了
17709,17709,1,喜欢雷神大帅逼,喜欢雷神大shuai逼
